#1.3																									
1750	21	4	0																						
id	Cell Line	Perturbagen	Concentration	Timepoint	pMEK(S217/221)	pERK(T202/Y204)	p-p90RSK(S380)	p-p90RSK(T573)	p-AKT(T308)	p-AKT(S473)	p-mTOR(S2448)	p-p70S6K(T421/S424)	p-p70S6K(T389)	p-S6(S235/236)	p-AMPK(T172)	p-JNK(T183/Y185)	Total c-Jun	p-cJun(S63)	p-P38(T180/Y182)	p-HSP27(S82)	p-NFKB(S536)	Bim	cPARP	p-Histone H3(S10)	p27Kip1
0.316uM SB590885 @ 24h (SKMEL28)	SKMEL28	SB590885	0.316uM	24h	-1.34347	-0.887945	0.26578	0.251504	nan	0.191207	-0.07941	0.22536	-0.175615	-0.830535	0.3219215	0.503326	0.265692	0.68535	-0.1216	0.271347	0.10927	0.5916215	0.3328825	-1.43955	0.606115
0.316uM SB590885 @ 48h (SKMEL28)	SKMEL28	SB590885	0.316uM	48h	-1.258605	-0.81233	0.2478	0.13797	nan	0.3151895	0.2563805	0.40836	0.148975	-0.54664	0.17046	0.514945	0.53124	0.75168	-0.5282902	0.455446	0.211635	0.6290445	0.372786	-0.315125	0.68351
1uM SB590885 @ 1h (SKMEL28)	SKMEL28	SB590885	1uM	1h	-2.2097	-3.5534	-0.8622	-0.335035	nan	0.06386	-0.1389205	-0.22454	-0.246625	-0.4027775	0.722385	0.06354	-0.170346	0.284555	-0.45446	0.015145	-0.34614	0.13049	0.0439595	-0.78052	-0.19805
1uM SB590885 @ 5h (SKMEL28)	SKMEL28	SB590885	1uM	5h	-2.1392	-2.6102	0.078899	0.4191545	nan	0.3817485	-0.00067	0.23812	0.023336	-0.2468945	0.204683	0.09334	-0.40816	0.16282	0.09325	-0.020712	-0.1258775	0.3221905	0.1232054	0.168478	-0.0331065
1uM SB590885 @ 10h (SKMEL28)	SKMEL28	SB590885	1uM	10h	-2.07145	-2.5534	-0.70997	-0.1304144	nan	-0.16795	-0.1276905	-0.018897	-0.252575	-0.52989	0.87355	-0.23574	-0.48556	0.084081	-0.22728	-0.20512	-0.185285	0.201552	0.04254455	0.358645	0.077805
1uM SB590885 @ 24h (SKMEL28)	SKMEL28	SB590885	1uM	24h	-1.8902	-1.788225	0.22938	0.02954	nan	0.051645	-0.38323	-0.19237	-0.470125	-1.434125	0.1788185	0.28932	0.13611045	0.453895	-0.2417	0.1030165	-0.269885	0.659025	0.3054555	-2.6203	0.65121
1uM SB590885 @ 48h (SKMEL28)	SKMEL28	SB590885	1uM	48h	-1.7425	-1.56788	-0.13744	-0.13119	nan	0.229251	0.04507	-0.00052539	-0.207955	-1.1825	0.094975	0.32387	0.42017	0.648705	-1.025825	0.297358	-0.116195	0.813895	0.2986915	-2.18835	0.819255
3.16uM SB590885 @ 1h (SKMEL28)	SKMEL28	SB590885	3.16uM	1h	-2.3305	-3.8438	-0.47276	-0.314685	nan	-0.00223	-0.262525	-0.18571	-0.1753435	-0.5537175	0.627155	-0.343205	-0.189385	0.1657	-0.406955	-0.14778	-0.28662	-0.009165	0.022565	-0.889895	-0.1456985
3.16uM SB590885 @ 5h (SKMEL28)	SKMEL28	SB590885	3.16uM	5h	-2.1574	-3.2596	-0.1798	0.24459	nan	0.379835	-0.0998485	0.19604	0.075882	-0.22654	0.427545	0.005715	-0.35654	0.146865	-0.056035	0.055035	-0.038982	0.272439	0.080886	0.0974135	0.07466
3.16uM SB590885 @ 10h (SKMEL28)	SKMEL28	SB590885	3.16uM	10h	-2.4294	-3.4872	-0.78353	-0.25822	nan	-0.35916	-0.42181	-0.43717	-0.37472	-0.909485	0.60162	-0.60788	-0.75246	-0.324145	-0.18608	-0.289925	-0.45307	-0.017258	-0.166268	0.1301875	-0.0216515
3.16uM SB590885 @ 24h (SKMEL28)	SKMEL28	SB590885	3.16uM	24h	-2.0849	-2.2726	-0.12562	-0.068965	nan	0.007815	-0.57402	-0.21493	-0.605255	-1.688332	0.1156	-0.00365	0.015841	0.238425	-0.2528	0.12539575	-0.392015	0.6089215	0.340332	-2.668	0.770105
3.16uM SB590885 @ 48h (SKMEL28)	SKMEL28	SB590885	3.16uM	48h	-2.1351	-2.16925	-0.26666	-0.33572	nan	0.0226	-0.26916	-0.035698	-0.34451	-1.627305	0.08504	-0.1651485	0.212484	0.339645	-1.11575	0.051291	-0.324	0.7117635	0.2167097	-2.95205	0.97805
0.00316uM Selumetinib @ 1h (SKMEL28)	SKMEL28	Selumetinib	0.00316uM	1h	-0.1586485	0.45171	-0.12119	-0.325265	nan	0.390983	0.156035	0.40493	0.108125	0.34762	0.67118	0.57937	0.137565	0.549675	0.1110275	0.19122591	-0.09027	0.3235905	0.219121	-0.242284	0.1497455
0.00316uM Selumetinib @ 5h (SKMEL28)	SKMEL28	Selumetinib	0.00316uM	5h	-0.2157	0.3084	-0.092768	-0.062701	nan	0.134195	-0.142605	-0.11687	0.197815	0.243842995	-0.2282815	0.15385	-0.1175425	-0.185205	-0.066275	-0.21327	-0.23627	-0.164222	-0.1486265	0.0316745	-0.106235
0.00316uM Selumetinib @ 10h (SKMEL28)	SKMEL28	Selumetinib	0.00316uM	10h	0.322895	0.1044	0.16704	0.1458475	nan	0.1758635	0.225449	0.4335	0.261705	0.654595	1.48405	0.431827	0.26266	0.2631355	0.42445	0.1538185	0.2238495	0.1231255	0.096012	0.348885	0.21266
0.00316uM Selumetinib @ 24h (SKMEL28)	SKMEL28	Selumetinib	0.00316uM	24h	-0.1149805	-0.28269	0.18512	0.23011	nan	0.047151	0.0780815	0.35786	0.0268378	-0.24179	-0.1622595	0.11161	0.1553235	0.1643935	-0.04377	0.09428	0.160563	0.19001	0.176407	0.60062	0.185231
0.00316uM Selumetinib @ 48h (SKMEL28)	SKMEL28	Selumetinib	0.00316uM	48h	0.1041565	0.037475	-0.16333	0.0446105	nan	0.368935	0.294769	0.50268	0.17146	-0.5818975	-0.066965	0.48488	0.158639	0.460975	-0.69942	0.383456	0.33565	0.40905	0.3411985	0.185137	0.35176
0.01uM Selumetinib @ 1h (SKMEL28)	SKMEL28	Selumetinib	0.01uM	1h	-0.269375	0.2156605	-0.41404	-0.344735	nan	0.18869	0.0736	0.25452	0.03602	0.1234645	0.838545	0.360885	0.152955	0.34173	-0.195516	0.145555	-0.303895	0.2572895	0.201428	-0.560525	-0.066196
0.01uM Selumetinib @ 5h (SKMEL28)	SKMEL28	Selumetinib	0.01uM	5h	-0.264825	0.30335	-0.29004	-0.032507	nan	0.2798295	-0.0174335	0.21645	0.1386805	0.2236655	0.108707	0.2757305	-0.0415285	0.0262185	-0.27229	-0.026978	-0.163105	0.0878935	-0.00840965	-0.152487	-0.25224
0.01uM Selumetinib @ 10h (SKMEL28)	SKMEL28	Selumetinib	0.01uM	10h	0.2150755	0.0810635	0.21052	0.0664665	nan	0.209164	0.15397695	0.32849	0.163706	0.55077	1.390375	0.3939375	0.12679325	0.224934	0.3261625	0.014614	0.1552681	0.1761675	0.103257	0.125848	-0.0220125
0.01uM Selumetinib @ 24h (SKMEL28)	SKMEL28	Selumetinib	0.01uM	24h	-0.12098	-0.176735	-0.06666	0.109135	nan	0.075422	0.1021215	0.37171	-0.1089905	-0.4803745	-0.0781265	0.2661945	0.0877815	0.23869	-0.20882	0.179818	0.1333465	0.328135	0.207629	0.555705	0.0258335
0.01uM Selumetinib @ 48h (SKMEL28)	SKMEL28	Selumetinib	0.01uM	48h	-0.0517825	-0.164223	-0.14297	-0.02678	nan	0.2614025	0.1989915	0.29972	0.0571895	-0.912386	-0.324725	0.35689	-0.0065965	0.277535	-0.83094	0.248546	0.167401	0.39404	0.17318285	0.33285	0.0800996
0.0316uM Selumetinib @ 1h (SKMEL28)	SKMEL28	Selumetinib	0.0316uM	1h	-0.343595	-0.794075	-0.35871	-0.355335	nan	0.292595	0.076815	0.22233	0.07699	0.04523	1.0331	0.26772	0.181525	0.521595	-0.2655615	0.32471	-0.069795	0.4786525	0.2110465	-0.505755	0.10691
0.0316uM Selumetinib @ 5h (SKMEL28)	SKMEL28	Selumetinib	0.0316uM	5h	-0.409975	-0.14995	-0.18796	-0.0207765	nan	0.2973495	-0.040628	0.24479	0.13748945	0.168936	0.179654	0.01448	-0.092995	0.131796	-0.280991	0.0656725	-0.113554	0.0123205	-0.118063	0.0509985	0.015615
0.0316uM Selumetinib @ 10h (SKMEL28)	SKMEL28	Selumetinib	0.0316uM	10h	-0.20729	-0.56831	-0.095909	0.0035025	nan	0.143255	0.12469	0.47209	0.0799025	0.214745	1.324995	0.059505	-0.071496	0.242555	0.11018	0.191451	0.135655	0.24983	0.1393385	0.259183	0.2096095
0.0316uM Selumetinib @ 24h (SKMEL28)	SKMEL28	Selumetinib	0.0316uM	24h	-0.349095	-0.51868	-0.043332	0.043788	nan	0.0616935	-0.0596755	0.3141	-0.12963	-0.612555	0.09805	0.171905	0.1664765	0.37634	-0.34351	0.214885	0.05326	0.3987195	0.1355175	-0.01769	0.2475525
0.0316uM Selumetinib @ 48h (SKMEL28)	SKMEL28	Selumetinib	0.0316uM	48h	-0.256685	-0.32705	0.19986	-0.049465	nan	0.1880705	0.0995635	0.40744	0.0647055	-0.8342895	-0.075841	0.25444025	0.127676	0.352425	-0.65464	0.360155	0.095693	0.454096	0.195806	0.1454502	0.284073
0.1uM Selumetinib @ 1h (SKMEL28)	SKMEL28	Selumetinib	0.1uM	1h	-0.402365	-2.13955	-0.75147	-0.198615	nan	0.13167	0.05306	-0.054655	0.023855	-0.1090825	0.92652	0.00134	0.16653	0.50265	-0.2860775	0.4140055	-0.13006	0.2458485	0.2539715	-0.487345	0.185185
0.1uM Selumetinib @ 5h (SKMEL28)	SKMEL28	Selumetinib	0.1uM	5h	-0.42268	-1.00978	-0.17748	0.0233425	nan	0.3033535	0.1003625	0.26151	0.2037475	-0.0820785	0.315683	-0.03243	-0.1034355	0.372735	-0.2275465	0.32887525	0.13147	0.284583	0.123998	0.281026	0.110185
0.1uM Selumetinib @ 10h (SKMEL28)	SKMEL28	Selumetinib	0.1uM	10h	-0.39714	-1.66078	-0.14633	0.1669935	nan	-0.131808	0.012358	-0.014713	-0.092679	-0.307165	0.941705	-0.147415	-0.25639	0.268905	0.09255	0.23847025	-0.00576	0.2332485	0.05030805	0.45446	0.317916
0.1uM Selumetinib @ 24h (SKMEL28)	SKMEL28	Selumetinib	0.1uM	24h	-0.40936	-1.312775	0.21407	0.1457	nan	-0.016285	-0.23829	-0.048695	-0.35643	-1.2312845	0.1316685	-0.048285	0.201774	0.4311	-0.43531	0.31149	-0.01902	0.551585	0.1876015	-1.3316	0.534565
0.1uM Selumetinib @ 48h (SKMEL28)	SKMEL28	Selumetinib	0.1uM	48h	-0.30476	-0.70407	0.14593	0.0738005	nan	0.1802755	0.14223155	0.35447	-0.023745	-0.901945	0.03995	0.198825	0.41057	0.664075	-0.77187	0.472845	0.076975	0.6987215	0.2256005	-0.66076	0.66559
0.316uM Selumetinib @ 1h (SKMEL28)	SKMEL28	Selumetinib	0.316uM	1h	-0.372835	-3.09195	-0.69588	-0.3487	nan	0.28644	0.040435	-0.10795	-0.053185	-0.07491	1.020195	0.26097	0.01126	0.566655	-0.25953	-0.038595	-0.146445	0.221218	0.080275	-0.815615	0.1254875
0.316uM Selumetinib @ 5h (SKMEL28)	SKMEL28	Selumetinib	0.316uM	5h	-0.36517	-2.14415	-0.27786	0.18756	nan	0.54005	0.161602	0.39729	0.2161232	-0.071335	0.4668	0.335305	-0.135212	0.403125	-0.005895	0.103847	0.019025	0.416818	0.2097785	0.3010795	0.283945
0.316uM Selumetinib @ 10h (SKMEL28)	SKMEL28	Selumetinib	0.316uM	10h	-0.43966	-2.58415	-0.0013579	0.276021	nan	0.069625	0.000685	0.2345	-0.1701	-0.40799	1.15515	0.282218	-0.18721	0.38454	0.206515	0.143732765	-0.0943425	0.355595	0.1436485	0.507885	0.39936
0.316uM Selumetinib @ 24h (SKMEL28)	SKMEL28	Selumetinib	0.316uM	24h	-0.24864	-1.87735	0.0060584	-0.1138665	nan	0.2185255	-0.301974	0.19967	-0.32208	-1.06822	0.393277	0.5274305	0.44033	0.711725	-0.2718	0.30342	-0.059245	0.835815	0.47287	-2.2604	0.93107
0.316uM Selumetinib @ 48h (SKMEL28)	SKMEL28	Selumetinib	0.316uM	48h	-0.109968	-1.3291	-0.092937	-0.0948975	nan	0.464898	0.11041	0.60624	0.06546	-0.712475	0.352305	0.68701	0.66322	0.951225	-0.8823	0.5509385	0.143055	1.0499815	0.61271	-2.0873	1.252285
1uM Selumetinib @ 1h (SKMEL28)	SKMEL28	Selumetinib	1uM	1h	-0.39255	-3.60265	-1.0793	-0.461715	nan	0.07129	-0.07662	-0.15576	-0.1445345	-0.240275	0.76761	0.18678	-0.03057	0.250565	-0.44699	0.0753795	-0.319285	0.2077815	0.149075	-0.809075	-0.18291
1uM Selumetinib @ 5h (SKMEL28)	SKMEL28	Selumetinib	1uM	5h	-0.302595	-3.3895	-0.3983	0.137991	nan	0.398898	0.06098	0.29267	0.169105	-0.27133	0.3047337	0.052795	-0.1787135	0.2739325	-0.327305	0.1972495	-0.106542	0.43697	0.16789665	0.318355	-0.0208615
1uM Selumetinib @ 10h (SKMEL28)	SKMEL28	Selumetinib	1uM	10h	-0.501095	-3.6172	-0.69783	-0.054354	nan	-0.006595	-0.1415985	-0.019586	-0.32592	-0.81341	1.006355	-0.022975	-0.522485	0.0534565	-0.14058	-0.0011945	-0.37712	0.38667	0.1011985	0.373035	0.2022545
1uM Selumetinib @ 24h (SKMEL28)	SKMEL28	Selumetinib	1uM	24h	-0.26561	-2.91225	0.20266	0.22855	nan	0.16317	-0.49374	-0.22775	-0.59017	-1.347885	0.32945905	0.399172	0.177178	0.54628	-0.19375	0.1614565	-0.3344	0.91678	0.54762	-2.5571	0.985555
1uM Selumetinib @ 48h (SKMEL28)	SKMEL28	Selumetinib	1uM	48h	-0.099666	-2.31885	-0.23514	-0.175345	nan	0.285427	-0.121605	0.23937	-0.334445	-1.004985	0.34218	0.46195	0.3691515	0.769155	-0.96333	0.4006145	-0.140105	1.234295	0.674075	-2.6731	1.549825
3.16uM Selumetinib @ 1h (SKMEL28)	SKMEL28	Selumetinib	3.16uM	1h	-0.4328	-3.83375	-0.61689	-0.30344	nan	0.07843	-0.1798675	-0.17861	-0.1412185	-0.398245	0.77672	-0.12844	-0.0800275	0.0998485	-0.292145	-0.0077	-0.31685	0.1039025	0.02526	-0.97113	-0.07564
3.16uM Selumetinib @ 5h (SKMEL28)	SKMEL28	Selumetinib	3.16uM	5h	-0.224375	-3.72325	-0.67564	-0.1268805	nan	0.4106795	0.0595105	0.26925	0.1059855	-0.288974	0.500825	0.00345	-0.25202	0.21271	-0.42731	0.2496915	-0.121679	0.467553	0.1873735	0.152899	0.17749
3.16uM Selumetinib @ 10h (SKMEL28)	SKMEL28	Selumetinib	3.16uM	10h	-0.476965	-4.1703	-0.83128	-0.193602	nan	-0.185985	-0.34241	-0.21423	-0.344455	-1.04899	0.835695	-0.44541	-0.54111	-0.181525	-0.15701	-0.1912905	-0.580375	0.115587	-0.1227807	0.176585	0.233601
3.16uM Selumetinib @ 24h (SKMEL28)	SKMEL28	Selumetinib	3.16uM	24h	-0.1270935	-3.34415	-0.76522	-0.208285	nan	0.2122945	-0.52793	-0.04903	-0.52406	-1.31855	0.4392218	0.25996	0.13537	0.469655	-0.18335	0.22042645	-0.2786465	0.98993	0.795025	-2.48295	1.142555
3.16uM Selumetinib @ 48h (SKMEL28)	SKMEL28	Selumetinib	3.16uM	48h	-0.022685	-2.8645	-0.20646	-0.357165	nan	0.218465	-0.287706	0.22042	-0.34981	-1.107505	0.5860135	0.2496	0.18056	0.72565	-0.930595	0.39104	-0.2897174	1.3295675	0.984785	-2.78315	1.797435
0.00316uM AZ-628 @ 1h (WM-115)	WM-115	AZ-628	0.00316uM	1h	-0.125225	-0.24625	0.26291	-0.106315	0.75422	0.637155	0.33372	0.10575	0.23505	-0.3345	0.377615	0.40291885	0.705145	0.3577275	-0.1649775	-0.29715	0.059782	0.66433	0.035187	-0.06078	-0.358875
0.00316uM AZ-628 @ 5h (WM-115)	WM-115	AZ-628	0.00316uM	5h	-0.675105	-0.65914	-0.062894	-0.29842	-0.53413	-0.68185	-0.12329	-0.38446	-0.36919	-0.50941	-0.1902975	-0.28833	0.246879	-0.263435	-0.593145	-0.14915	-0.30606	-0.240327	-0.126125	-0.475755	-0.269575
0.00316uM AZ-628 @ 10h (WM-115)	WM-115	AZ-628	0.00316uM	10h	0.119755	0.14142	0.067171	-0.206414	0.076103	-0.194445	-0.22514	0.0092788	0.189685	0.080037	0.470015	0.223395	-0.030845	0.046804	0.326395	-0.17933	-0.21898	0.2100105	0.028549	0.03945	0.0158005
0.00316uM AZ-628 @ 24h (WM-115)	WM-115	AZ-628	0.00316uM	24h	-0.49855	0.10716	0.28075	0.61898	0.74244	0.83304	0.80427	0.5273	0.398065	0.37604	0.3740792	0.4186015	0.38461	0.49114	-0.118003	0.48425	0.60607	0.73615	0.6042725	0.479	0.3017095
0.00316uM AZ-628 @ 48h (WM-115)	WM-115	AZ-628	0.00316uM	48h	0.43097	0.37687	0.66665	0.671055	0.63454	0.590925	1.1536	1.2254	0.675345	0.034901	0.3847375	0.5069155	0.00996	0.39256	0.2671	0.57927	0.75553	0.77194	0.374325	1.529285	0.191751
0.01uM AZ-628 @ 1h (WM-115)	WM-115	AZ-628	0.01uM	1h	-0.743365	-1.2778	-0.26096	-0.516865	0.76757	0.76061	0.13457	-0.28383	0.139485	-0.36639	0.43556	0.240015	0.381555	0.3038785	-0.396125	-0.53934	-0.0042553	0.588194	0.048689	0.2596165	-0.29538
0.01uM AZ-628 @ 5h (WM-115)	WM-115	AZ-628	0.01uM	5h	-0.9143	-0.76878	-0.34757	-0.57997	-0.0733775	-0.344025	-0.38281	-0.13524	-0.335885	-0.56637	-0.143253	-0.18604	0.009295	-0.081401	-0.350695	-0.37949	-0.38746	0.1689205	-0.1314315	-0.365285	-0.517615
0.01uM AZ-628 @ 10h (WM-115)	WM-115	AZ-628	0.01uM	10h	-0.104465	-0.33965	-0.18785	-0.43762	0.16837	-0.116064	-0.19718	-0.010238	0.18407	-0.23761	0.3948865	0.1552965	-0.041127	0.1693115	0.32287	-0.5213	-0.17436	0.430265	-0.07261885	0.1184525	-0.277425
0.01uM AZ-628 @ 24h (WM-115)	WM-115	AZ-628	0.01uM	24h	-0.5983	-0.26948	0.24944	0.62667	1.14515	1.56055	0.88841	0.76856	0.67187	0.24244	0.828455	0.5363095	0.67720245	0.75451	-0.017095	0.55445	0.62656	1.041265	0.4331255	0.522615	0.2861865
0.01uM AZ-628 @ 48h (WM-115)	WM-115	AZ-628	0.01uM	48h	-0.134967	-0.13901	0.38594	0.631235	0.615925	0.682435	0.7887	1.0252	0.534805	-0.080368	0.135405	0.3379025	0.1633095	0.39127	0.1964335	0.23164	0.67713	0.67205	0.16386	1.57765	0.027177
0.0316uM AZ-628 @ 1h (WM-115)	WM-115	AZ-628	0.0316uM	1h	-1.29788	-2.4256	-0.27813	0.038185	0.943945	0.73658	0.19366	-0.37675	0.113675	-0.41617	0.569679	0.059265	0.114651	0.51357915	-0.560915	0.44649	0.20007	0.6688385	-0.0485845	0.290255	-0.34209
0.0316uM AZ-628 @ 5h (WM-115)	WM-115	AZ-628	0.0316uM	5h	-1.32705	-1.2139	-0.38041	-0.2763065	0.28773	-0.0976405	-0.24264	-0.021446	-0.196915	-0.88219	0.038345	-0.0494885	-0.22947	0.202295	-0.34784	-0.28277	-0.2552	0.4453	-0.1360845	-0.08529	-0.44797
0.0316uM AZ-628 @ 10h (WM-115)	WM-115	AZ-628	0.0316uM	10h	-0.759465	-1.245	-0.3449	-0.131715	0.4688	0.208933	-0.30223	0.13434	0.18907	-0.33006	0.513045	0.158035	-0.22006	0.331584	0.217465	-0.2894	-0.06019	0.460203	-0.0580465	0.7112	-0.1687975
0.0316uM AZ-628 @ 24h (WM-115)	WM-115	AZ-628	0.0316uM	24h	-1.109615	-1.6566	0.11914	0.732085	1.351245	1.657405	1.0898	0.89352	0.677866	-0.22491	0.794195	0.5351755	0.929195	0.996215	-0.0898965	0.60695	0.71433	0.97489	0.2943835	0.629125	0.4813115
0.0316uM AZ-628 @ 48h (WM-115)	WM-115	AZ-628	0.0316uM	48h	-0.57995	-1.0821	0.26951	0.511225	0.65672	0.848785	0.92772	0.97221	0.6445685	-0.60406	0.5258166	0.349115	1.049175	1.011965	0.38201	0.62356	0.9713	0.949755	0.255512	1.06492	0.3486705
0.1uM AZ-628 @ 1h (WM-115)	WM-115	AZ-628	0.1uM	1h	-2.00995	-3.3774	-0.35853	-0.387365	0.87199	0.666075	0.51441	-0.013132	-0.124169	-0.59125	0.52776	-0.1593425	0.04473685	0.5750885	-0.99962	0.18317	0.31586	0.51284	0.098015	0.394525	-0.00524
0.1uM AZ-628 @ 5h (WM-115)	WM-115	AZ-628	0.1uM	5h	-1.89345	-1.3616	-0.43236	-0.55942	0.33593	0.0525325	0.16238	-0.29789	-0.317947	-1.133	-0.006355	-0.20791	-0.50415	0.1663765	-0.589295	0.16672	-0.074375	0.320578	-0.003885	-0.3105585	-0.1139165
0.1uM AZ-628 @ 10h (WM-115)	WM-115	AZ-628	0.1uM	10h	-1.5323	-1.5789	-0.46944	-0.272745	0.836685	0.3675	0.23634	0.1668	0.03676	-0.74916	0.43767	0.059215	-0.3127	0.3235585	-0.049070675	0.28972	0.19711	0.421965	-0.003945	0.82088	0.166872615
0.1uM AZ-628 @ 24h (WM-115)	WM-115	AZ-628	0.1uM	24h	-1.52495	-2.9029	0.019534	0.322275	1.38808	1.5914	0.87655	0.48177	0.395695	-1.0683	0.664602	0.324425	1.079645	0.955275	-0.47536	0.82509	0.60906	0.84372	0.295528	0.23339	0.59579
0.1uM AZ-628 @ 48h (WM-115)	WM-115	AZ-628	0.1uM	48h	-1.527165	-2.3508	-0.1634	0.484815	0.84082	0.87546	0.92679	0.57845	0.334975	-1.7971	0.6118	0.3192	1.52145	1.25499	-0.245029	0.89801	0.99758	0.901285	0.32531	-0.072325	0.7169
0.316uM AZ-628 @ 1h (WM-115)	WM-115	AZ-628	0.316uM	1h	-2.25295	-4.1593	-0.18813	-0.022005	0.64084	0.775905	0.54731	0.1128	0.087545	-0.47432	0.673085	-0.03476	0.06956	0.413565	-1.2878	-0.12844	0.40761	0.7566915	0.0206967	0.32308	-0.30222
0.316uM AZ-628 @ 5h (WM-115)	WM-115	AZ-628	0.316uM	5h	-1.72815	-1.471	-0.15266	-0.29015	0.54528	0.400754	0.16742	0.3577	0.00954	-1.4837	0.32688	0.091075	-0.0543405	0.241665	-0.633475	-0.018689	-0.031081	0.733324	-0.004155	0.242425	-0.146277
0.316uM AZ-628 @ 10h (WM-115)	WM-115	AZ-628	0.316uM	10h	-1.583	-1.1464	-0.016875	-0.199225	0.83539	0.489315	0.20067	0.15966	0.063385	-0.95232	0.4642725	0.243885	0.13548975	0.3040445	-0.065977	0.088539	0.012111	0.7268285	0.049691	0.90606	0.1856642
0.316uM AZ-628 @ 24h (WM-115)	WM-115	AZ-628	0.316uM	24h	-1.542045	-3.6198	0.72373	0.69203	1.542975	1.71255	1.7176	1.0612	0.580795	-1.5604	0.947295	0.56725	1.31935	1.05242	-0.15858	0.72426	1.1843	1.12997	0.4843	0.01825	0.87666
0.316uM AZ-628 @ 48h (WM-115)	WM-115	AZ-628	0.316uM	48h	-1.599255	-2.6017	0.82488	0.770535	1.351335	1.12253	2.1182	1.1866	0.69237	-2.5595	1.037825	0.668745	2.211	1.406645	0.094655	0.99661	1.5126	1.444275	0.872535	-1.16001	1.38583
1uM AZ-628 @ 1h (WM-115)	WM-115	AZ-628	1uM	1h	-2.6763	-4.5561	-0.46318	-0.454515	0.52521	0.70228	0.17953	-0.2908	-0.060525	-0.29745	0.48368825	-0.068785	0.03936375	0.24811	-0.911285	-0.47118	-0.041423	0.64638	-0.045991	0.123985	-0.348505
1uM AZ-628 @ 5h (WM-115)	WM-115	AZ-628	1uM	5h	-2.28285	-2.0416	-0.48534	-0.43722	0.3352236	0.190636	-0.10392	0.059726	-0.11241	-0.94933	0.20497	-0.035645	-0.109787	0.035545	-0.633485	-0.46264	-0.15684	0.653671	-4.70E-05	0.1967375	-0.502385
1uM AZ-628 @ 10h (WM-115)	WM-115	AZ-628	1uM	10h	-2.07235	-1.5223	-0.43297	-0.1973232	0.514025	0.44846	-0.2591	-0.018376	-0.07682	-0.75958	0.3206455	0.17186	0.543625	0.2098745	-0.06461	-0.31785	-0.00010986	0.5904215	-0.0387937	0.73335	-0.132961
1uM AZ-628 @ 24h (WM-115)	WM-115	AZ-628	1uM	24h	-1.663145	-4.0408	0.16798	0.156698	1.331435	1.535285	0.79555	0.50004	0.33662	-1.443	0.715335	0.380075	1.3389	0.733515	-0.276588	0.26277	0.85027	0.9366	0.28838	-0.263925	0.456005
1uM AZ-628 @ 48h (WM-115)	WM-115	AZ-628	1uM	48h	-2.0965	-3.4857	0.33001	0.364845	1.18464	1.0409	1.3636	0.6126	0.38511	-1.5156	0.9617605	0.49807	2.2288	1.119795	0.1684955	0.53556	0.88904	1.39007	1.022385	-1.12395	1.00896
3.16uM AZ-628 @ 1h (WM-115)	WM-115	AZ-628	3.16uM	1h	-2.7205	-4.749	-0.42436	-0.2471095	0.3312915	0.485	0.12204	-0.31236	-0.21829	-0.43346	0.71117	-0.2746655	-0.173935	0.2835193	-0.990595	0.45473	0.15363	0.45683	-0.168295	-0.288705	-0.46158
3.16uM AZ-628 @ 5h (WM-115)	WM-115	AZ-628	3.16uM	5h	-2.53945	-2.7535	-0.61285	-0.388225	0.349672	0.2390491	-0.19106	-0.21162	-0.308686	-1.0043	0.4398755	-0.22256145	-0.1939895	0.15762	-0.85758	-0.059495	-0.25101	0.4675115	-0.1201543	0.191755	-0.48781
3.16uM AZ-628 @ 10h (WM-115)	WM-115	AZ-628	3.16uM	10h	-2.39985	-1.4695	-0.52813	-0.27827	0.429265	0.193045	-0.53872	-0.27874	-0.400035	-0.62624	0.594065	-0.102365	0.581975	0.1091562	0.02661	0.14182	-0.17486	0.2600855	-0.1364905	0.8847	-0.240545
3.16uM AZ-628 @ 24h (WM-115)	WM-115	AZ-628	3.16uM	24h	-1.49260435	-4.145	0.49395	0.656245	1.427705	1.62239	1.2429	1.0133	0.538485	-1.2561	0.77525	0.430965	1.47345	0.873855	0.278535	0.52436	1.0546	1.02716	0.4068975	0.0013	0.577375
3.16uM AZ-628 @ 48h (WM-115)	WM-115	AZ-628	3.16uM	48h	-2.4799	-4.1	-0.41836	0.05047	1.09531	0.701435	0.35264	-0.25281	-0.162715	-1.5762	0.89879	0.08	1.9678	0.74396	0.0836625	0.1127	0.10987	0.932345	0.8315925	-0.92604	0.777105
0.00316uM PLX-4720 @ 1h (WM-115)	WM-115	PLX-4720	0.00316uM	1h	0.20188	0.0045517	0.23603	-0.119412	0.80819	0.498775	0.37702	0.47813	0.29885	-0.31815	0.414555	0.4755205	0.91234	0.3836645	0.149724	-0.43924	-0.01076	0.668293	0.1964375	-0.25186	-0.28887
0.00316uM PLX-4720 @ 5h (WM-115)	WM-115	PLX-4720	0.00316uM	5h	-0.486105	-0.46775	0.031268	-0.42913	-0.52481	-0.614145	-0.034826	-0.10045	-0.280645	-0.36539	-0.1682085	-0.195565	0.2248095	-0.110037	-0.544665	0.010298	-0.35757	-0.050105	-0.022278	-0.84585	-0.322585
0.00316uM PLX-4720 @ 10h (WM-115)	WM-115	PLX-4720	0.00316uM	10h	0.22277	0.19002	0.16211	-0.272225	0.079885	-0.305835	-0.03019	0.038339	0.0736835	-0.00065583	0.418845	0.184318	0.00064	0.03524	0.298865	0.045952	-0.20457	0.02799	0.121395	-0.1857715	-0.072458
