	('measuredProteinValue 0',)
('111312 3211', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	177.7516153
('111313 3212', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	156.5452422
('111314 3213', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	289.4293586
('111315 3214', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	155.3357849
('111316 3215', 'clName: MCF12A', 'clCenterSpecificID: 51089', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	371.9245667
('111317 3216', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.361348536
('111318 3217', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.334889635
('111319 3218', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.338572957
('111320 3219', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.320176111
('111321 3220', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.328038884
('111322 3221', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.430169258
('111323 3222', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	339.4367361
('111324 3223', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	319.8702789
('111325 3224', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	331.1729524
('111326 3225', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	350.857169
('111327 3226', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	322.7527425
('111328 3227', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	301.2128308
('111329 3228', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	135.9272831
('111330 3229', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	408.5375803
('111331 3230', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	161.0427341
('111332 3231', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	2384.231821
('111333 3232', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	304.7934527
('111334 3233', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	2285.240383
('111335 3234', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	59.51377567
('111336 3235', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	62.00351346
('111337 3236', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	60.57924936
('111338 3237', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	179.2212878
('111339 3238', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	58.15449657
('111340 3239', 'clName: MCF7', 'clCenterSpecificID: 50029', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	159.6116018
('111341 3240', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.611322923
('111342 3241', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.462995928
('111343 3242', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.421492919
('111344 3243', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.458732701
('111345 3244', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.443056019
('111346 3245', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.436544002
('111347 3246', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	909.7542417
('111348 3247', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	941.3242517
('111349 3248', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	859.0576078
('111350 3249', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	882.145181
('111351 3250', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	842.2439553
('111352 3251', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	798.0671973
('111353 3252', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	224.5469387
('111354 3253', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	556.5744893
('111355 3254', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	245.218827
('111356 3255', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	2102.298027
('111357 3256', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	366.7111305
('111358 3257', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	2435.554739
('111359 3258', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	83.07214571
('111360 3259', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	90.19018768
('111361 3260', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	81.39672724
('111362 3261', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	428.958137
('111363 3262', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	80.40395491
('111364 3263', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	1099.90234
('111365 3264', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.270577688
('111366 3265', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.264289812
('111367 3266', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.277203579
('111368 3267', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.457833679
('111369 3268', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.831523189
('111370 3269', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.383233511
('111371 3270', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	735.4323628
('111372 3271', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	750.510894
('111373 3272', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	824.0208638
('111374 3273', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	767.4314891
('111375 3274', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	728.4637004
('111376 3275', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	594.4975304
('111377 3276', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	58.24605337
('111378 3277', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	354.9955758
('111379 3278', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	64.39281115
('111380 3279', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	1203.511069
('111381 3280', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	147.5025831
('111382 3281', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	1081.725473
('111383 3282', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	93.32746317
('111384 3283', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	95.09284445
('111385 3284', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	89.07863479
('111386 3285', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	151.6393039
('111387 3286', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	96.16862702
('111388 3287', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	203.9639128
('111389 3288', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.762970138
('111390 3289', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.752669977
('111391 3290', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.767258653
('111392 3291', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.798263974
('111393 3292', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.785875017
('111394 3293', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.802690701
('111395 3294', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	1467.934237
('111396 3295', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	1580.729226
('111397 3296', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	1485.591504
('111398 3297', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	1470.333342
('111399 3298', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	1518.420369
('111400 3299', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	1471.357992
('111401 3300', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	134.3175177
('111402 3301', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	191.1557916
('111403 3302', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	124.5560503
('111404 3303', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	540.8692236
('111405 3304', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	183.4466341
('111406 3305', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	1079.574704
('111407 3306', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	105.424128
('111408 3307', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	105.2977432
('111409 3308', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	101.3693687
('111410 3309', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	217.4568631
('111411 3310', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	115.5645671
('111412 3311', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	416.5635072
('111413 3312', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.687162973
('111414 3313', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.704543194
('111415 3314', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.738450071
('111416 3315', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.755639008
('111417 3316', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.705807107
('111418 3317', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.693411594
('111419 3318', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	730.2441723
('111420 3319', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	675.6023007
('111421 3320', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	676.5220435
('111422 3321', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	678.2140155
('111423 3322', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	684.4620363
('111424 3323', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	726.8537602
('111425 3324', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	217.2833284
