	('measuredProteinValue 0',)
('114167 6066', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	1578.201046
('114168 6067', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	1625.192726
('114169 6068', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	139.7811333
('114170 6069', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	145.5572116
('114171 6070', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	145.4205688
('114172 6071', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	143.5939498
('114173 6072', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	141.3144159
('114174 6073', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	146.0392996
('114175 6074', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	122.8113263
('114176 6075', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	113.0074927
('114177 6076', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	109.4259059
('114178 6077', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	116.1803937
('114179 6078', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	130.3891945
('114180 6079', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	114.0927708
('114181 6080', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: NF-kB')	0.779188689
('114182 6081', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pErk')	1548.31972
('114183 6082', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT1')	126.4140827
('114184 6083', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT3')	94.76750439
('114185 6084', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.656650112
('114186 6085', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.694651919
('114187 6086', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.74077087
('114188 6087', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.703334044
('114189 6088', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.699280224
('114190 6089', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.723280199
('114191 6090', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	600.7633483
('114192 6091', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	625.6710759
('114193 6092', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	636.2192825
('114194 6093', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	646.7490675
('114195 6094', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	616.5705645
('114196 6095', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	585.5010012
('114197 6096', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	225.5414292
('114198 6097', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	211.895243
('114199 6098', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	242.4431494
('114200 6099', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	283.6723379
('114201 6100', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	259.1978694
('114202 6101', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	255.0663349
('114203 6102', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	115.0889055
('114204 6103', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	109.971558
('114205 6104', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	118.7774901
('114206 6105', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	96.20674465
('114207 6106', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	105.8720499
('114208 6107', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	104.2045363
('114209 6108', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: NF-kB')	0.727533459
('114210 6109', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pErk')	696.6926054
('114211 6110', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT1')	234.276813
('114212 6111', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT3')	104.8653677
('114213 6112', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.041047867
('114214 6113', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.986105769
('114215 6114', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.961517669
('114216 6115', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.034337915
('114217 6116', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.127824414
('114218 6117', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	0.981071457
('114219 6118', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	340.122409
('114220 6119', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	451.4190995
('114221 6120', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	389.611138
('114222 6121', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	430.7056562
('114223 6122', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	316.0086302
('114224 6123', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	250.2678777
('114225 6124', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	124.3651389
('114226 6125', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	141.2056035
('114227 6126', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	128.5850304
('114228 6127', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	149.2968492
('114229 6128', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	130.5064588
('114230 6129', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	143.5533978
('114231 6130', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	57.73816881
('114232 6131', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	42.53815316
('114233 6132', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	43.58910966
('114234 6133', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	53.93072299
('114235 6134', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	43.90849142
('114236 6135', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	39.4186378
('114237 6136', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: NF-kB')	1.067323749
('114238 6137', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pErk')	321.2194187
('114239 6138', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT1')	124.4062567
('114240 6139', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT3')	42.68941867
('114241 6140', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.119728457
('114242 6141', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.15089953
('114243 6142', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.116580754
('114244 6143', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.109770143
('114245 6144', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.03863257
('114246 6145', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.094500231
('114247 6146', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	767.7092144
('114248 6147', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	744.5152112
('114249 6148', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	745.7840641
('114250 6149', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	744.0750028
('114251 6150', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	751.8983337
('114252 6151', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	725.0987541
('114253 6152', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	169.9403519
('114254 6153', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	169.4472154
('114255 6154', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	179.565014
('114256 6155', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	167.0041161
('114257 6156', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	188.4056481
('114258 6157', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	168.1568081
('114259 6158', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	174.4851426
('114260 6159', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	197.7162143
('114261 6160', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	179.1712189
('114262 6161', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	191.0779548
('114263 6162', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	166.55891
('114264 6163', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	162.0404206
('114265 6164', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: NF-kB')	1.158998981
('114266 6165', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pErk')	748.1244595
('114267 6166', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT1')	206.2957592
('114268 6167', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 0', 'time: ', 'timeUnit: ', 'measuredProtein: pSTAT3')	182.5972538
('114269 6168', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.123636904
('114270 6169', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: ', 'ppLincsID: ', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.151910239
